episode,coverage,return,adv,phase,loss_pi,loss_v,episode_seconds,total_seconds
265,0.48000,-3.59032,-0.18520,lurigancho_fixed,-0.377575,5.134911,313.930,71865.769
266,0.54000,-3.40430,0.08931,lurigancho_fixed,0.045553,0.022209,324.656,72190.427
267,0.54000,-3.39239,0.05886,lurigancho_fixed,0.067648,0.022287,324.072,72514.502
268,0.76000,-4.20923,-0.80656,lurigancho_fixed,-0.284265,5.508517,325.167,72839.672
269,0.56000,-4.09178,-0.57251,lurigancho_fixed,-0.012921,0.015292,326.555,73166.231
270,0.56000,-4.00849,-0.32785,lurigancho_fixed,0.002266,0.001657,315.419,73481.653
271,0.46000,-3.49373,0.21101,lurigancho_fixed,-0.305475,3.581548,287.402,73769.058
272,0.56000,-3.64711,-0.12114,lurigancho_fixed,0.067012,0.015143,260.591,74029.671
273,0.70000,-3.48927,0.00131,lurigancho_fixed,0.015105,0.016068,276.749,74306.430
274,0.64000,-3.71781,-0.23700,lurigancho_fixed,-0.769146,76.856827,309.252,74615.684
275,0.50000,-3.92122,-0.43095,lurigancho_fixed,0.004380,0.000011,278.773,74894.463
276,0.52000,-4.00708,-0.43694,lurigancho_fixed,0.009639,0.002027,281.249,75175.715
277,0.54000,-4.23247,-0.56465,lurigancho_fixed,-0.021955,0.129830,277.305,75453.021
278,0.46000,-3.46845,0.27770,lurigancho_fixed,-0.309855,33.280479,284.942,75737.969
279,0.52000,-4.27441,-0.74861,lurigancho_fixed,-0.386229,18.393423,268.485,76006.457
280,0.60000,-4.14850,-0.52961,lurigancho_fixed,0.438715,926.495605,279.687,76286.151
281,0.32000,-3.55839,0.22112,lurigancho_fixed,0.114699,0.028772,294.765,76580.918
282,0.32000,-3.45662,0.21246,lurigancho_fixed,-0.003026,0.723109,325.293,76906.214
283,0.70000,-3.91051,-0.35175,lurigancho_fixed,0.008801,0.013931,326.822,77233.038
284,0.60000,-3.78322,-0.15748,lurigancho_fixed,-0.178826,1.811930,326.119,77559.159
285,0.28000,-3.52811,0.13255,lurigancho_fixed,0.097737,0.013028,305.703,77864.866
286,0.58000,-3.96838,-0.35538,lurigancho_fixed,-0.013344,0.006118,287.885,78152.754
287,0.66000,-3.75645,-0.06491,lurigancho_fixed,-0.367010,64.152245,266.002,78418.758
288,0.56000,-4.66488,-0.96051,lurigancho_fixed,-0.018454,0.069451,271.915,78690.675
289,0.50000,-4.58650,-0.62193,lurigancho_fixed,-0.319519,73.963356,287.796,78978.475
290,0.28000,-3.92478,0.09958,lurigancho_fixed,0.047559,0.001555,267.967,79246.446
291,0.52000,-4.39604,-0.40548,lurigancho_fixed,-0.105093,0.295487,261.795,79508.272
292,0.60000,-4.20432,-0.19961,lurigancho_fixed,0.430641,32.229824,265.895,79774.170
293,0.60000,-4.49602,-0.57138,lurigancho_fixed,-0.150997,16.092686,259.117,80033.308
294,0.58000,-4.47466,-0.33029,lurigancho_fixed,-0.280792,1.808339,252.701,80286.011
295,0.30000,-3.95328,0.20953,lurigancho_fixed,0.072468,0.007144,295.365,80581.378
296,0.62000,-4.00855,0.05653,lurigancho_fixed,-0.378391,110.559517,318.814,80900.195
297,0.64000,-4.02622,-0.12212,lurigancho_fixed,-0.184054,10.301403,325.400,81225.601
298,0.66000,-3.69956,0.21010,lurigancho_fixed,0.088814,0.083195,324.490,81550.092
299,0.62000,-3.70556,-0.00458,lurigancho_fixed,-0.367994,8.692065,324.326,81874.421
