episode,coverage,return,adv,phase,loss_pi,loss_v,episode_seconds,total_seconds
287,0.74000,12.14641,-0.07552,lurigancho_random,0.126326,76.049934,42.584,11977.788
288,0.84000,13.13667,0.96808,lurigancho_random,0.174871,35.736099,42.700,12020.490
289,0.86000,11.71995,-0.71289,lurigancho_random,0.366358,29.689939,42.424,12062.915
290,0.90000,13.28296,1.09431,lurigancho_random,-0.114214,114.638756,41.815,12104.731
291,0.82000,13.45115,1.02576,lurigancho_random,0.150424,73.191795,41.401,12146.133
292,0.66000,12.09263,-0.65552,lurigancho_random,-0.078475,98.589554,41.876,12188.010
293,0.76000,13.11386,0.59833,lurigancho_random,-0.010169,60.507710,42.726,12230.737
294,0.74000,13.19978,0.41702,lurigancho_random,-0.067244,76.589493,43.460,12274.200
295,0.80000,13.67122,0.83806,lurigancho_random,-0.053097,30.373880,42.109,12316.310
296,0.68000,13.01252,-0.05943,lurigancho_random,-0.230235,62.098156,41.654,12357.966
297,0.64000,12.52815,-0.49827,lurigancho_random,-0.020887,24.574123,42.356,12400.323
298,0.64000,12.58503,-0.18150,lurigancho_random,-0.150276,32.796902,41.568,12441.892
299,0.58000,12.68190,-0.03715,lurigancho_random,0.031905,45.199306,41.954,12483.847
